Finished,Q1,Q1_7_TEXT,Q2,Q11,Q12,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_11_TEXT,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q9
TRUE,Postgraduate Researcher,,,,,Materials Science and Engineering,Yes,Moderately knowledgeable,Moderately knowledgeable,Moderately knowledgeable,Not knowledgeable at all,Slightly knowledgeable,Slightly knowledgeable,Slightly knowledgeable,Slightly knowledgeable,Not knowledgeable at all,Would NOT attend,Might attend,Would attend,Would attend,Might attend,Would attend,Might attend,Might attend,Might attend,Would NOT attend,Would attend,Machine Learning,"In-person taught by instructor,Online video/tutorial or course,Small interest group",Afternoon,Afternoon,Afternoon,Afternoon,Afternoon,"E-Mail,Facebook"
TRUE,Faculty Member,,,,,Wildlife Ecology and Conservation,No,Slightly knowledgeable,Moderately knowledgeable,Slightly knowledgeable,Not knowledgeable at all,Slightly knowledgeable,Moderately knowledgeable,Not knowledgeable at all,Moderately knowledgeable,Not knowledgeable at all,Would NOT attend,Would NOT attend,Would NOT attend,Would attend,Might attend,Would attend,Might attend,Might attend,Might attend,Would attend,,,"In-person taught by instructor,Online video/tutorial or course","Midday,Afternoon","Midday,Afternoon","Midday,Afternoon","Midday,Afternoon","Midday,Afternoon","E-Mail,Twitter"
TRUE,Ph.D Candidate,,Full-time student,,3,Forest Resources and Conservation,No,Moderately knowledgeable,Slightly knowledgeable,Moderately knowledgeable,Slightly knowledgeable,Not knowledgeable at all,Slightly knowledgeable,Not knowledgeable at all,Slightly knowledgeable,Moderately knowledgeable,Would NOT attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Java or C++,"In-person taught by instructor,Small interest group",Evening,Evening,Evening,Evening,Evening,E-Mail
TRUE,Postgraduate Researcher,,,,,Civil and Coastal Engineering,No,Moderately knowledgeable,Moderately knowledgeable,Moderately knowledgeable,Moderately knowledgeable,Extremely knowledgeable,Moderately knowledgeable,Moderately knowledgeable,Slightly knowledgeable,Extremely knowledgeable,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,,,"Online information portal,Online video/tutorial or course,Webinar,Online learning/research community","Midday,Evening","Midday,Evening","Midday,Evening","Midday,Evening","Midday,Evening","E-Mail,Informatics Institute Website"
TRUE,Ph.D Candidate,,Full-time student,,3,"Tourism, Recreation and Sport Managment",No,Moderately knowledgeable,Slightly knowledgeable,Moderately knowledgeable,Extremely knowledgeable,Moderately knowledgeable,Slightly knowledgeable,Moderately knowledgeable,Not knowledgeable at all,Slightly knowledgeable,Might attend,Might attend,Would attend,Would attend,Would NOT attend,Might attend,Would attend,Would attend,Would NOT attend,Would attend,,,"In-person taught by instructor,Online video/tutorial or course,Webinar",Evening,"Morning,Midday,Afternoon",Evening,"Morning,Midday,Afternoon,Evening","Morning,Midday,Afternoon",E-Mail
TRUE,Undergraduate Student,,Full-time student,Junior,,Economics,No,Slightly knowledgeable,Slightly knowledgeable,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,Would NOT attend,Would attend,Would attend,Might attend,Would NOT attend,Would NOT attend,Would attend,Would NOT attend,Would attend,Would attend,,,"In-person taught by instructor,Small interest group",Evening,"Morning,Midday,Afternoon,Evening",Evening,"Morning,Midday,Afternoon,Evening","Afternoon,Evening","E-Mail,Facebook"
TRUE,Master's Candidate,,Full-time student,,2,Information Systems and Operations Management,Yes,Moderately knowledgeable,Moderately knowledgeable,Moderately knowledgeable,Slightly knowledgeable,Moderately knowledgeable,Moderately knowledgeable,Moderately knowledgeable,Not knowledgeable at all,Not knowledgeable at all,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,,"In-person taught by instructor,Online information portal,Online video/tutorial or course,Webinar,Small interest group",Evening,Evening,Evening,Evening,Evening,"E-Mail,Facebook"
TRUE,Ph.D Candidate,,Full-time student,,1,Mathematics,No,Moderately knowledgeable,Extremely knowledgeable,Moderately knowledgeable,Not knowledgeable at all,Moderately knowledgeable,Not knowledgeable at all,Not knowledgeable at all,Moderately knowledgeable,Slightly knowledgeable,Would NOT attend,Would NOT attend,Would NOT attend,Might attend,Would NOT attend,Would NOT attend,Would NOT attend,Would NOT attend,Might attend,Might attend,,,"Online video/tutorial or course,Small interest group",,"Afternoon,Evening",,"Morning,Midday,Afternoon,Evening",,"E-Mail,Informatics Institute Website"
TRUE,Ph.D Candidate,,Full-time student,,4,Electrical and Computer Engineering,No,Extremely knowledgeable,Moderately knowledgeable,Moderately knowledgeable,Slightly knowledgeable,Slightly knowledgeable,Slightly knowledgeable,Moderately knowledgeable,Not knowledgeable at all,Slightly knowledgeable,Might attend,Would NOT attend,Would NOT attend,Would NOT attend,Might attend,Might attend,Might attend,Might attend,Might attend,Would NOT attend,,,"In-person taught by instructor,Small interest group","Midday,Evening","Midday,Evening","Midday,Evening","Midday,Evening",Midday,"E-Mail,Facebook"
TRUE,Ph.D Candidate,,Full-time student,,2,Political Science,No,Moderately knowledgeable,Slightly knowledgeable,Moderately knowledgeable,Moderately knowledgeable,Not knowledgeable at all,Not knowledgeable at all,Slightly knowledgeable,Slightly knowledgeable,Moderately knowledgeable,Would NOT attend,Might attend,Would attend,Would attend,Would NOT attend,Would attend,Might attend,Might attend,Would attend,Would attend,,,"In-person taught by instructor,Online information portal,Online video/tutorial or course",Afternoon,"Morning,Midday,Afternoon,Evening",None,None,"Morning,Midday,Afternoon,Evening","E-Mail,Facebook,Twitter"
TRUE,Ph.D Candidate,,Full-time student,,4,Statistics,No,Extremely knowledgeable,Moderately knowledgeable,Slightly knowledgeable,Moderately knowledgeable,Slightly knowledgeable,Moderately knowledgeable,Moderately knowledgeable,Moderately knowledgeable,Not knowledgeable at all,Would NOT attend,Would NOT attend,Would NOT attend,Might attend,Would NOT attend,Might attend,Would NOT attend,Would attend,Would NOT attend,Might attend,,,"Online information portal,Online video/tutorial or course,Webinar,Online learning/research community",,Evening,Evening,Evening,,E-Mail
TRUE,Staff,,,,,Electrical and Computer Engineering,Yes,Slightly knowledgeable,Extremely knowledgeable,Moderately knowledgeable,Moderately knowledgeable,Extremely knowledgeable,Extremely knowledgeable,Slightly knowledgeable,Extremely knowledgeable,Moderately knowledgeable,Might attend,Would NOT attend,Would NOT attend,Would NOT attend,Would NOT attend,Would NOT attend,Would NOT attend,Might attend,Would NOT attend,Would NOT attend,,,"In-person taught by instructor,Small interest group",,,,,,"E-Mail,Informatics Institute Website"
TRUE,Ph.D Candidate,,Full-time student,,2,Electrical and Computer Engineering,No,Slightly knowledgeable,Not knowledgeable at all,Moderately knowledgeable,Not knowledgeable at all,Moderately knowledgeable,Not knowledgeable at all,Slightly knowledgeable,Not knowledgeable at all,Slightly knowledgeable,Might attend,Might attend,Would attend,Would attend,Would NOT attend,Might attend,Would NOT attend,Might attend,Would NOT attend,Might attend,,,"In-person taught by instructor,Online information portal,Online video/tutorial or course,Webinar","Afternoon,Evening","Afternoon,Evening","Afternoon,Evening","Afternoon,Evening","Morning,Midday,Afternoon,Evening","E-Mail,Informatics Institute Website,Facebook"
TRUE,Faculty Member,,,,,Music,No,Moderately knowledgeable,Slightly knowledgeable,Extremely knowledgeable,Moderately knowledgeable,Slightly knowledgeable,Slightly knowledgeable,Extremely knowledgeable,Slightly knowledgeable,Not knowledgeable at all,Might attend,Would attend,Would attend,Would attend,Might attend,Might attend,Would attend,Would attend,Would attend,Would attend,,,"In-person taught by instructor,Online information portal,Online video/tutorial or course,Webinar,Small interest group,Online learning/research community",Afternoon,Midday,Afternoon,Midday,Morning,E-Mail
TRUE,Ph.D Candidate,,Full-time student,,5,Mechanical and Aerospace Engineering,No,Moderately knowledgeable,Moderately knowledgeable,Moderately knowledgeable,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,Might attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,,,"Online information portal,Online video/tutorial or course,Webinar,Online learning/research community",,,Evening,Evening,Evening,E-Mail
TRUE,Faculty Member,,,,,Agricultural and Biological Engineering,No,Moderately knowledgeable,Extremely knowledgeable,Moderately knowledgeable,Slightly knowledgeable,Not knowledgeable at all,Moderately knowledgeable,Slightly knowledgeable,Slightly knowledgeable,Slightly knowledgeable,Would NOT attend,,Might attend,Would NOT attend,Might attend,Might attend,Would NOT attend,Might attend,Would attend,Would NOT attend,,,In-person taught by instructor,"Morning,Midday,Afternoon",Afternoon,"Morning,Midday,Afternoon",,"Morning,Midday",E-Mail
TRUE,Postgraduate Researcher,,,,,Biology,No,Moderately knowledgeable,Extremely knowledgeable,Slightly knowledgeable,Not knowledgeable at all,Extremely knowledgeable,Extremely knowledgeable,Slightly knowledgeable,Extremely knowledgeable,Moderately knowledgeable,Would NOT attend,Would NOT attend,Would NOT attend,Might attend,Would NOT attend,Might attend,Would NOT attend,Would attend,Would NOT attend,Would NOT attend,,,"In-person taught by instructor,Small interest group","Afternoon,Evening","Afternoon,Evening","Afternoon,Evening","Afternoon,Evening","Afternoon,Evening",E-Mail
TRUE,Master's Candidate,,Full-time student,,2,Special Education,No,Slightly knowledgeable,Not knowledgeable at all,Slightly knowledgeable,Slightly knowledgeable,Slightly knowledgeable,Slightly knowledgeable,Slightly knowledgeable,Slightly knowledgeable,Not knowledgeable at all,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,Would attend,,,"In-person taught by instructor,Small interest group,Online learning/research community","Afternoon,Evening","Afternoon,Evening",Evening,,"Afternoon,Evening",E-Mail
TRUE,Master's Candidate,,Full-time student,,1,Agricultural and Biological Engineering,No,Extremely knowledgeable,Moderately knowledgeable,Moderately knowledgeable,Not knowledgeable at all,Slightly knowledgeable,Slightly knowledgeable,Moderately knowledgeable,Slightly knowledgeable,Moderately knowledgeable,Would NOT attend,Would NOT attend,Might attend,Might attend,Might attend,Might attend,Might attend,Might attend,Would attend,Might attend,,,"In-person taught by instructor,Webinar,Online learning/research community","Midday,Afternoon,Evening","Morning,Evening","Morning,Midday,Afternoon,Evening","Morning,Midday,Afternoon,Evening","Morning,Midday,Afternoon",E-Mail
FALSE,Ph.D Candidate,,Full-time student,,4,Pharmaceutical Outcomes and Policy,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Faculty Member,,,,,"Speech, Language, and Hearing Sciences",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Undergraduate Student,,Full-time student,Sophomore,,"Finance, Insurance and Real Estate",No,Slightly knowledgeable,Slightly knowledgeable,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,,,,,,,,,,,,,,,,,,,
FALSE,Faculty Member,,,,,Mathematics,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Master's Candidate,,Full-time student,,2,Biology,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
